,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
20490,Texas,TX,Navarro,Republican,Donald Trump,2407,0.302
20493,Texas,TX,Navarro,Republican,Ted Cruz,3372,0.423
20505,Texas,TX,Nueces,Republican,Donald Trump,8475,0.302
20506,Texas,TX,Nueces,Republican,John Kasich,1504,0.054
20507,Texas,TX,Nueces,Republican,Marco Rubio,5070,0.181
20508,Texas,TX,Nueces,Republican,Ted Cruz,11072,0.394
20520,Texas,TX,Orange,Republican,Donald Trump,5135,0.334
20523,Texas,TX,Orange,Republican,Ted Cruz,7478,0.486
20525,Texas,TX,Palo Pinto,Republican,Donald Trump,1935,0.313
20528,Texas,TX,Palo Pinto,Republican,Ted Cruz,2813,0.455
20530,Texas,TX,Panola,Republican,Donald Trump,1656,0.31
20533,Texas,TX,Panola,Republican,Ted Cruz,2756,0.517
20535,Texas,TX,Parker,Republican,Donald Trump,7944,0.297
20537,Texas,TX,Parker,Republican,Marco Rubio,3495,0.131
20538,Texas,TX,Parker,Republican,Ted Cruz,12883,0.481
20550,Texas,TX,Polk,Republican,Donald Trump,2756,0.357
20553,Texas,TX,Polk,Republican,Ted Cruz,3272,0.424
20555,Texas,TX,Potter,Republican,Donald Trump,2764,0.243
20557,Texas,TX,Potter,Republican,Marco Rubio,1502,0.132
20558,Texas,TX,Potter,Republican,Ted Cruz,5400,0.476
20569,Texas,TX,Randall,Republican,Ben Carson,1612,0.066
20570,Texas,TX,Randall,Republican,Donald Trump,5389,0.219
20572,Texas,TX,Randall,Republican,Marco Rubio,3677,0.15
20573,Texas,TX,Randall,Republican,Ted Cruz,12593,0.512
20610,Texas,TX,Rockwall,Republican,Donald Trump,4766,0.276
20612,Texas,TX,Rockwall,Republican,Marco Rubio,3229,0.187
20613,Texas,TX,Rockwall,Republican,Ted Cruz,7202,0.418
20620,Texas,TX,Rusk,Republican,Donald Trump,2551,0.264
20623,Texas,TX,Rusk,Republican,Ted Cruz,4884,0.505
20635,Texas,TX,San Jacinto,Republican,Donald Trump,1586,0.333
20638,Texas,TX,San Jacinto,Republican,Ted Cruz,2333,0.49
20640,Texas,TX,San Patricio,Republican,Donald Trump,2242,0.319
20643,Texas,TX,San Patricio,Republican,Ted Cruz,3047,0.433
20665,Texas,TX,Shelby,Republican,Donald Trump,1520,0.321
20668,Texas,TX,Shelby,Republican,Ted Cruz,2436,0.514
20674,Texas,TX,Smith,Republican,Ben Carson,1939,0.049
20675,Texas,TX,Smith,Republican,Donald Trump,8205,0.206
20677,Texas,TX,Smith,Republican,Marco Rubio,5692,0.143
20678,Texas,TX,Smith,Republican,Ted Cruz,21804,0.547
20714,Texas,TX,Tarrant,Republican,Ben Carson,9945,0.047
20715,Texas,TX,Tarrant,Republican,Donald Trump,56023,0.262
20716,Texas,TX,Tarrant,Republican,John Kasich,9718,0.045
20717,Texas,TX,Tarrant,Republican,Marco Rubio,43689,0.204
20718,Texas,TX,Tarrant,Republican,Ted Cruz,88867,0.416
20720,Texas,TX,Taylor,Republican,Donald Trump,5081,0.229
20722,Texas,TX,Taylor,Republican,Marco Rubio,3810,0.171
20723,Texas,TX,Taylor,Republican,Ted Cruz,10160,0.457
20743,Texas,TX,Titus,Republican,Ted Cruz,1890,0.442
20745,Texas,TX,Tom Green,Republican,Donald Trump,4192,0.251
20747,Texas,TX,Tom Green,Republican,Marco Rubio,2875,0.172
20748,Texas,TX,Tom Green,Republican,Ted Cruz,7231,0.433
20749,Texas,TX,Travis,Republican,Ben Carson,2633,0.031
20750,Texas,TX,Travis,Republican,Donald Trump,21469,0.253
20751,Texas,TX,Travis,Republican,John Kasich,7239,0.085
20752,Texas,TX,Travis,Republican,Marco Rubio,24815,0.293
20753,Texas,TX,Travis,Republican,Ted Cruz,25757,0.304
20760,Texas,TX,Tyler,Republican,Donald Trump,1537,0.359
20763,Texas,TX,Tyler,Republican,Ted Cruz,2032,0.475
20765,Texas,TX,Upshur,Republican,Donald Trump,2426,0.287
20768,Texas,TX,Upshur,Republican,Ted Cruz,4358,0.516
20785,Texas,TX,Van Zandt,Republican,Donald Trump,3504,0.299
20788,Texas,TX,Van Zandt,Republican,Ted Cruz,5954,0.507
20790,Texas,TX,Victoria,Republican,Donald Trump,3427,0.28
20792,Texas,TX,Victoria,Republican,Marco Rubio,1773,0.145
20793,Texas,TX,Victoria,Republican,Ted Cruz,5750,0.47
20795,Texas,TX,Walker,Republican,Donald Trump,2467,0.288
20798,Texas,TX,Walker,Republican,Ted Cruz,3892,0.455
20800,Texas,TX,Waller,Republican,Donald Trump,1675,0.278
20803,Texas,TX,Waller,Republican,Ted Cruz,3391,0.563
20810,Texas,TX,Washington,Republican,Donald Trump,1566,0.232
20813,Texas,TX,Washington,Republican,Ted Cruz,3534,0.524
20820,Texas,TX,Wharton,Republican,Donald Trump,1959,0.289
20823,Texas,TX,Wharton,Republican,Ted Cruz,3229,0.477
20830,Texas,TX,Wichita,Republican,Donald Trump,4183,0.266
20832,Texas,TX,Wichita,Republican,Marco Rubio,2659,0.169
20833,Texas,TX,Wichita,Republican,Ted Cruz,7008,0.445
20844,Texas,TX,Williamson,Republican,Ben Carson,2760,0.041
20845,Texas,TX,Williamson,Republican,Donald Trump,17318,0.257
20846,Texas,TX,Williamson,Republican,John Kasich,3809,0.057
20847,Texas,TX,Williamson,Republican,Marco Rubio,14716,0.219
20848,Texas,TX,Williamson,Republican,Ted Cruz,23880,0.355
20850,Texas,TX,Wilson,Republican,Donald Trump,2385,0.285
20853,Texas,TX,Wilson,Republican,Ted Cruz,4273,0.511
20860,Texas,TX,Wise,Republican,Donald Trump,3486,0.314
20863,Texas,TX,Wise,Republican,Ted Cruz,5513,0.497
20865,Texas,TX,Wood,Republican,Donald Trump,3372,0.31
20868,Texas,TX,Wood,Republican,Ted Cruz,5235,0.482
20878,Texas,TX,Young,Republican,Ted Cruz,1945,0.463
20952,Utah,UT,Box Elder,Republican,Ted Cruz,3314,0.741
20954,Utah,UT,Cache,Republican,John Kasich,1892,0.187
20955,Utah,UT,Cache,Republican,Ted Cruz,7172,0.709
20962,Utah,UT,Davis,Republican,Donald Trump,2902,0.113
20963,Utah,UT,Davis,Republican,John Kasich,5214,0.203
20964,Utah,UT,Davis,Republican,Ted Cruz,17528,0.684
20979,Utah,UT,Iron,Republican,Ted Cruz,2287,0.655
20998,Utah,UT,Salt Lake,Republican,Donald Trump,6542,0.14
20999,Utah,UT,Salt Lake,Republican,John Kasich,9017,0.193
21000,Utah,UT,Salt Lake,Republican,Ted Cruz,31164,0.667
21015,Utah,UT,Tooele,Republican,Ted Cruz,2412,0.708
21018,Utah,UT,Uintah,Republican,Ted Cruz,2144,0.739
21019,Utah,UT,Utah,Republican,Donald Trump,3713,0.091
21020,Utah,UT,Utah,Republican,John Kasich,6236,0.154
21021,Utah,UT,Utah,Republican,Ted Cruz,30637,0.755
21024,Utah,UT,Wasatch,Republican,Ted Cruz,1529,0.644
21025,Utah,UT,Washington,Republican,Donald Trump,3090,0.247
21026,Utah,UT,Washington,Republican,John Kasich,1634,0.13
21027,Utah,UT,Washington,Republican,Ted Cruz,7801,0.623
21031,Utah,UT,Weber,Republican,Donald Trump,1695,0.161
21032,Utah,UT,Weber,Republican,John Kasich,1765,0.168
21033,Utah,UT,Weber,Republican,Ted Cruz,7058,0.671
23023,Virginia,VA,Accomack,Republican,Donald Trump,2068,0.479
23028,Virginia,VA,Albemarle,Republican,Donald Trump,3661,0.246
23029,Virginia,VA,Albemarle,Republican,John Kasich,2306,0.155
23030,Virginia,VA,Albemarle,Republican,Marco Rubio,5518,0.371
23031,Virginia,VA,Albemarle,Republican,Ted Cruz,2540,0.171
23033,Virginia,VA,Alexandria,Republican,Donald Trump,2546,0.188
23034,Virginia,VA,Alexandria,Republican,John Kasich,3152,0.233
23035,Virginia,VA,Alexandria,Republican,Marco Rubio,6338,0.468
23048,Virginia,VA,Amherst,Republican,Donald Trump,1777,0.397
23058,Virginia,VA,Arlington,Republican,Donald Trump,3698,0.168
23059,Virginia,VA,Arlington,Republican,John Kasich,4971,0.226
23060,Virginia,VA,Arlington,Republican,Marco Rubio,10944,0.497
23061,Virginia,VA,Arlington,Republican,Ted Cruz,1734,0.079
23063,Virginia,VA,Augusta,Republican,Donald Trump,5117,0.373
23065,Virginia,VA,Augusta,Republican,Marco Rubio,3406,0.248
23066,Virginia,VA,Augusta,Republican,Ted Cruz,3159,0.23
23073,Virginia,VA,Bedford,Republican,Donald Trump,5328,0.35
23075,Virginia,VA,Bedford,Republican,Marco Rubio,3231,0.212
23076,Virginia,VA,Bedford,Republican,Ted Cruz,4501,0.296
23083,Virginia,VA,Botetourt,Republican,Donald Trump,2185,0.356
23085,Virginia,VA,Botetourt,Republican,Marco Rubio,1519,0.247
23086,Virginia,VA,Botetourt,Republican,Ted Cruz,1620,0.264
23098,Virginia,VA,Buchanan,Republican,Donald Trump,1586,0.697
23113,Virginia,VA,Campbell,Republican,Donald Trump,3399,0.38
23115,Virginia,VA,Campbell,Republican,Marco Rubio,1796,0.201
23116,Virginia,VA,Campbell,Republican,Ted Cruz,2468,0.276
23123,Virginia,VA,Carroll,Republican,Donald Trump,2412,0.535
23142,Virginia,VA,Chesapeake,Republican,Ben Carson,2173,0.076
23143,Virginia,VA,Chesapeake,Republican,Donald Trump,11421,0.398
23144,Virginia,VA,Chesapeake,Republican,John Kasich,1737,0.06
23145,Virginia,VA,Chesapeake,Republican,Marco Rubio,8853,0.308
23146,Virginia,VA,Chesapeake,Republican,Ted Cruz,4259,0.148
23147,Virginia,VA,Chesterfield,Republican,Ben Carson,2772,0.052
23148,Virginia,VA,Chesterfield,Republican,Donald Trump,18051,0.336
23149,Virginia,VA,Chesterfield,Republican,John Kasich,3792,0.07
23150,Virginia,VA,Chesterfield,Republican,Marco Rubio,18762,0.349
23151,Virginia,VA,Chesterfield,Republican,Ted Cruz,9954,0.185
23173,Virginia,VA,Culpeper,Republican,Donald Trump,2620,0.376
23175,Virginia,VA,Culpeper,Republican,Marco Rubio,1706,0.245
23176,Virginia,VA,Culpeper,Republican,Ted Cruz,1614,0.232
23207,Virginia,VA,Fairfax,Republican,Ben Carson,4095,0.031
23208,Virginia,VA,Fairfax,Republican,Donald Trump,32751,0.251
23209,Virginia,VA,Fairfax,Republican,John Kasich,22862,0.175
23210,Virginia,VA,Fairfax,Republican,Marco Rubio,52257,0.4
23211,Virginia,VA,Fairfax,Republican,Ted Cruz,16888,0.129
23223,Virginia,VA,Fauquier,Republican,Donald Trump,4888,0.361
23225,Virginia,VA,Fauquier,Republican,Marco Rubio,3723,0.275
23226,Virginia,VA,Fauquier,Republican,Ted Cruz,2635,0.195
23238,Virginia,VA,Franklin,Republican,Donald Trump,3650,0.446
23240,Virginia,VA,Franklin,Republican,Marco Rubio,1541,0.188
23241,Virginia,VA,Franklin,Republican,Ted Cruz,1910,0.233
23248,Virginia,VA,Frederick,Republican,Donald Trump,4730,0.367
23250,Virginia,VA,Frederick,Republican,Marco Rubio,3341,0.259
23251,Virginia,VA,Frederick,Republican,Ted Cruz,2956,0.23
23268,Virginia,VA,Gloucester,Republican,Donald Trump,2907,0.441
23270,Virginia,VA,Gloucester,Republican,Marco Rubio,1856,0.281
23273,Virginia,VA,Goochland,Republican,Donald Trump,1820,0.336
23275,Virginia,VA,Goochland,Republican,Marco Rubio,1903,0.351
23293,Virginia,VA,Halifax,Republican,Donald Trump,2157,0.545
23298,Virginia,VA,Hampton,Republican,Donald Trump,3876,0.407
23300,Virginia,VA,Hampton,Republican,Marco Rubio,2928,0.307
23303,Virginia,VA,Hanover,Republican,Donald Trump,8586,0.347
23304,Virginia,VA,Hanover,Republican,John Kasich,1545,0.062
23305,Virginia,VA,Hanover,Republican,Marco Rubio,7658,0.309
23306,Virginia,VA,Hanover,Republican,Ted Cruz,5396,0.218
23310,Virginia,VA,Harrisonburg,Republican,Marco Rubio,1560,0.395
23312,Virginia,VA,Henrico,Republican,Ben Carson,1871,0.042
23313,Virginia,VA,Henrico,Republican,Donald Trump,12910,0.289
23314,Virginia,VA,Henrico,Republican,John Kasich,3979,0.089
23315,Virginia,VA,Henrico,Republican,Marco Rubio,16499,0.369
23316,Virginia,VA,Henrico,Republican,Ted Cruz,8907,0.199
23318,Virginia,VA,Henry,Republican,Donald Trump,2920,0.504
23333,Virginia,VA,Isle of Wight,Republican,Donald Trump,2497,0.416
23335,Virginia,VA,Isle of Wight,Republican,Marco Rubio,1845,0.308
23338,Virginia,VA,James City,Republican,Donald Trump,4246,0.277
23339,Virginia,VA,James City,Republican,John Kasich,2378,0.155
23340,Virginia,VA,James City,Republican,Marco Rubio,5780,0.376
23341,Virginia,VA,James City,Republican,Ted Cruz,1976,0.129
23372,Virginia,VA,Loudoun,Republican,Ben Carson,2235,0.043
23373,Virginia,VA,Loudoun,Republican,Donald Trump,14420,0.279
23374,Virginia,VA,Loudoun,Republican,John Kasich,5885,0.114
23375,Virginia,VA,Loudoun,Republican,Marco Rubio,20845,0.404
23376,Virginia,VA,Loudoun,Republican,Ted Cruz,7696,0.149
23378,Virginia,VA,Louisa,Republican,Donald Trump,2094,0.406
23388,Virginia,VA,Lynchburg,Republican,Donald Trump,2334,0.227
23390,Virginia,VA,Lynchburg,Republican,Marco Rubio,3122,0.303
23391,Virginia,VA,Lynchburg,Republican,Ted Cruz,2974,0.289
23418,Virginia,VA,Mecklenburg,Republican,Donald Trump,1515,0.5
23428,Virginia,VA,Montgomery,Republican,Donald Trump,3195,0.323
23430,Virginia,VA,Montgomery,Republican,Marco Rubio,3166,0.32
23431,Virginia,VA,Montgomery,Republican,Ted Cruz,1662,0.168
23438,Virginia,VA,New Kent,Republican,Donald Trump,1626,0.398
23443,Virginia,VA,Newport News,Republican,Donald Trump,5192,0.369
23445,Virginia,VA,Newport News,Republican,Marco Rubio,4712,0.335
23446,Virginia,VA,Newport News,Republican,Ted Cruz,1902,0.135
23448,Virginia,VA,Norfolk,Republican,Donald Trump,4555,0.365
23450,Virginia,VA,Norfolk,Republican,Marco Rubio,4269,0.342
23473,Virginia,VA,Orange,Republican,Donald Trump,2212,0.414
23493,Virginia,VA,Pittsylvania,Republican,Donald Trump,4198,0.486
23496,Virginia,VA,Pittsylvania,Republican,Ted Cruz,1667,0.193
23503,Virginia,VA,Portsmouth,Republican,Donald Trump,3127,0.456
23505,Virginia,VA,Portsmouth,Republican,Marco Rubio,1925,0.281
23508,Virginia,VA,Powhatan,Republican,Donald Trump,2509,0.381
23510,Virginia,VA,Powhatan,Republican,Marco Rubio,1875,0.285
23518,Virginia,VA,Prince George,Republican,Donald Trump,1938,0.483
23522,Virginia,VA,Prince William,Republican,Ben Carson,2579,0.056
23523,Virginia,VA,Prince William,Republican,Donald Trump,15345,0.331
23524,Virginia,VA,Prince William,Republican,John Kasich,4328,0.093
23525,Virginia,VA,Prince William,Republican,Marco Rubio,15537,0.335
23526,Virginia,VA,Prince William,Republican,Ted Cruz,7946,0.171
23528,Virginia,VA,Pulaski,Republican,Donald Trump,2124,0.507
23548,Virginia,VA,Richmond City,Republican,Donald Trump,2680,0.202
23549,Virginia,VA,Richmond City,Republican,John Kasich,2102,0.159
23550,Virginia,VA,Richmond City,Republican,Marco Rubio,6210,0.469
23551,Virginia,VA,Richmond City,Republican,Ted Cruz,1508,0.114
23553,Virginia,VA,Roanoke,Republican,Donald Trump,5650,0.346
23555,Virginia,VA,Roanoke,Republican,Marco Rubio,4679,0.286
23556,Virginia,VA,Roanoke,Republican,Ted Cruz,3672,0.225
23558,Virginia,VA,Roanoke City,Republican,Donald Trump,2583,0.343
23560,Virginia,VA,Roanoke City,Republican,Marco Rubio,2172,0.288
23568,Virginia,VA,Rockingham,Republican,Donald Trump,4837,0.363
23570,Virginia,VA,Rockingham,Republican,Marco Rubio,3511,0.263
23571,Virginia,VA,Rockingham,Republican,Ted Cruz,2905,0.218
23573,Virginia,VA,Russell,Republican,Donald Trump,1730,0.556
23588,Virginia,VA,Shenandoah,Republican,Donald Trump,2400,0.384
23590,Virginia,VA,Shenandoah,Republican,Marco Rubio,1547,0.248
23593,Virginia,VA,Smyth,Republican,Donald Trump,1744,0.52
23603,Virginia,VA,Spotsylvania,Republican,Donald Trump,6858,0.375
23605,Virginia,VA,Spotsylvania,Republican,Marco Rubio,4955,0.271
23606,Virginia,VA,Spotsylvania,Republican,Ted Cruz,3584,0.196
23608,Virginia,VA,Stafford,Republican,Donald Trump,7339,0.36
23609,Virginia,VA,Stafford,Republican,John Kasich,1666,0.082
23610,Virginia,VA,Stafford,Republican,Marco Rubio,6295,0.309
23611,Virginia,VA,Stafford,Republican,Ted Cruz,3507,0.172
23618,Virginia,VA,Suffolk,Republican,Donald Trump,3732,0.395
23620,Virginia,VA,Suffolk,Republican,Marco Rubio,2952,0.312
23633,Virginia,VA,Tazewell,Republican,Donald Trump,3421,0.579
23637,Virginia,VA,Virginia Beach,Republican,Ben Carson,3261,0.058
23638,Virginia,VA,Virginia Beach,Republican,Donald Trump,22139,0.397
23639,Virginia,VA,Virginia Beach,Republican,John Kasich,4962,0.089
23640,Virginia,VA,Virginia Beach,Republican,Marco Rubio,18068,0.324
23641,Virginia,VA,Virginia Beach,Republican,Ted Cruz,6720,0.12
23643,Virginia,VA,Warren,Republican,Donald Trump,2044,0.395
23648,Virginia,VA,Washington,Republican,Donald Trump,3333,0.434
23650,Virginia,VA,Washington,Republican,Marco Rubio,1541,0.201
23651,Virginia,VA,Washington,Republican,Ted Cruz,1878,0.245
23673,Virginia,VA,Wise,Republican,Donald Trump,2093,0.567
23678,Virginia,VA,Wythe,Republican,Donald Trump,1873,0.537
23683,Virginia,VA,York,Republican,Donald Trump,3981,0.332
23685,Virginia,VA,York,Republican,Marco Rubio,4239,0.354
23686,Virginia,VA,York,Republican,Ted Cruz,1706,0.142
23768,Washington,WA,Asotin,Republican,Donald Trump,2270,0.801
23771,Washington,WA,Benton,Republican,Donald Trump,14943,0.756
23772,Washington,WA,Benton,Republican,John Kasich,1528,0.077
23773,Washington,WA,Benton,Republican,Ted Cruz,2437,0.123
23774,Washington,WA,Chelan,Republican,Donald Trump,5717,0.782
23777,Washington,WA,Clallam,Republican,Donald Trump,6715,0.781
23780,Washington,WA,Clark,Republican,Donald Trump,32947,0.763
23781,Washington,WA,Clark,Republican,John Kasich,4162,0.096
23782,Washington,WA,Clark,Republican,Ted Cruz,4529,0.105
23786,Washington,WA,Cowlitz,Republican,Donald Trump,8727,0.8
23789,Washington,WA,Douglas,Republican,Donald Trump,3047,0.81
23795,Washington,WA,Franklin,Republican,Donald Trump,4277,0.739
23801,Washington,WA,Grant,Republican,Donald Trump,7778,0.809
23804,Washington,WA,Grays Harbor,Republican,Donald Trump,4598,0.852
23807,Washington,WA,Island,Republican,Donald Trump,6930,0.683
23810,Washington,WA,Jefferson,Republican,Donald Trump,2462,0.764
23813,Washington,WA,King,Republican,Donald Trump,64740,0.716
23814,Washington,WA,King,Republican,John Kasich,13974,0.154
23815,Washington,WA,King,Republican,Ted Cruz,8861,0.098
23816,Washington,WA,Kitsap,Republican,Donald Trump,16346,0.735
23817,Washington,WA,Kitsap,Republican,John Kasich,2395,0.108
23818,Washington,WA,Kitsap,Republican,Ted Cruz,2532,0.114
23819,Washington,WA,Kittitas,Republican,Donald Trump,3337,0.829
23822,Washington,WA,Klickitat,Republican,Donald Trump,2289,0.787
23825,Washington,WA,Lewis,Republican,Donald Trump,8513,0.818
23831,Washington,WA,Mason,Republican,Donald Trump,5491,0.794
23834,Washington,WA,Okanogan,Republican,Donald Trump,2828,0.832
23837,Washington,WA,Pacific,Republican,Donald Trump,2038,0.832
23840,Washington,WA,Pend Oreille,Republican,Donald Trump,1928,0.817
23843,Washington,WA,Pierce,Republican,Donald Trump,48071,0.76
23844,Washington,WA,Pierce,Republican,John Kasich,5893,0.093
23845,Washington,WA,Pierce,Republican,Ted Cruz,6848,0.108
23849,Washington,WA,Skagit,Republican,Donald Trump,7444,0.793
23855,Washington,WA,Snohomish,Republican,Donald Trump,35474,0.752
23856,Washington,WA,Snohomish,Republican,John Kasich,4701,0.1
23857,Washington,WA,Snohomish,Republican,Ted Cruz,5097,0.108
23858,Washington,WA,Spokane,Republican,Donald Trump,37357,0.749
23859,Washington,WA,Spokane,Republican,John Kasich,4299,0.086
23860,Washington,WA,Spokane,Republican,Ted Cruz,6032,0.121
23861,Washington,WA,Stevens,Republican,Donald Trump,5075,0.806
23864,Washington,WA,Thurston,Republican,Donald Trump,16639,0.75
23865,Washington,WA,Thurston,Republican,John Kasich,2398,0.108
23866,Washington,WA,Thurston,Republican,Ted Cruz,2309,0.104
23870,Washington,WA,Walla Walla,Republican,Donald Trump,4689,0.768
23873,Washington,WA,Whatcom,Republican,Donald Trump,16533,0.755
23874,Washington,WA,Whatcom,Republican,John Kasich,1532,0.07
23875,Washington,WA,Whatcom,Republican,Ted Cruz,2960,0.135
23876,Washington,WA,Whitman,Republican,Donald Trump,2071,0.71
23879,Washington,WA,Yakima,Republican,Donald Trump,14872,0.826
23992,West Virginia,WV,Barbour,Republican,Donald Trump,1782,0.812
23995,West Virginia,WV,Berkeley,Republican,Donald Trump,9235,0.761
24004,West Virginia,WV,Brooke,Republican,Donald Trump,1963,0.816
24007,West Virginia,WV,Cabell,Republican,Donald Trump,5977,0.693
24019,West Virginia,WV,Fayette,Republican,Donald Trump,2683,0.838
24025,West Virginia,WV,Grant,Republican,Donald Trump,2576,0.858
24028,West Virginia,WV,Greenbrier,Republican,Donald Trump,3005,0.762
24031,West Virginia,WV,Hampshire,Republican,Donald Trump,2125,0.744
24034,West Virginia,WV,Hancock,Republican,Donald Trump,2458,0.801
24040,West Virginia,WV,Harrison,Republican,Donald Trump,5654,0.77
24043,West Virginia,WV,Jackson,Republican,Donald Trump,3585,0.757
24046,West Virginia,WV,Jefferson,Republican,Donald Trump,3863,0.723
24049,West Virginia,WV,Kanawha,Republican,Donald Trump,13936,0.742
24050,West Virginia,WV,Kanawha,Republican,John Kasich,1880,0.1
24051,West Virginia,WV,Kanawha,Republican,Ted Cruz,1675,0.089
24052,West Virginia,WV,Lewis,Republican,Donald Trump,2128,0.799
24058,West Virginia,WV,Logan,Republican,Donald Trump,1665,0.896
24061,West Virginia,WV,Marion,Republican,Donald Trump,4035,0.779
24064,West Virginia,WV,Marshall,Republican,Donald Trump,3071,0.799
24067,West Virginia,WV,Mason,Republican,Donald Trump,2484,0.751
24073,West Virginia,WV,Mercer,Republican,Donald Trump,5526,0.829
24076,West Virginia,WV,Mineral,Republican,Donald Trump,3481,0.791
24082,West Virginia,WV,Monongalia,Republican,Donald Trump,5971,0.692
24085,West Virginia,WV,Monroe,Republican,Donald Trump,1557,0.805
24088,West Virginia,WV,Morgan,Republican,Donald Trump,2824,0.784
24091,West Virginia,WV,Nicholas,Republican,Donald Trump,2210,0.838
24094,West Virginia,WV,Ohio,Republican,Donald Trump,3875,0.707
24106,West Virginia,WV,Preston,Republican,Donald Trump,4187,0.798
24109,West Virginia,WV,Putnam,Republican,Donald Trump,6395,0.75
24112,West Virginia,WV,Raleigh,Republican,Donald Trump,7325,0.813
24115,West Virginia,WV,Randolph,Republican,Donald Trump,2206,0.779
24118,West Virginia,WV,Ritchie,Republican,Donald Trump,1740,0.793
24127,West Virginia,WV,Taylor,Republican,Donald Trump,1652,0.795
24136,West Virginia,WV,Upshur,Republican,Donald Trump,3273,0.761
24139,West Virginia,WV,Wayne,Republican,Donald Trump,2662,0.773
24151,West Virginia,WV,Wood,Republican,Donald Trump,9589,0.723
24154,West Virginia,WV,Wyoming,Republican,Donald Trump,1593,0.878
24301,Wisconsin,WI,Adams,Republican,Donald Trump,2279,0.554
24307,Wisconsin,WI,Barron,Republican,Donald Trump,4217,0.469
24309,Wisconsin,WI,Barron,Republican,Ted Cruz,3558,0.396
24310,Wisconsin,WI,Bayfield,Republican,Donald Trump,1599,0.52
24313,Wisconsin,WI,Brown,Republican,Donald Trump,18705,0.371
