,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
17995,South Carolina,SC,Horry,Republican,Ted Cruz,8496,0.158
18003,South Carolina,SC,Kershaw,Republican,Donald Trump,3673,0.344
18006,South Carolina,SC,Kershaw,Republican,Marco Rubio,1896,0.177
18007,South Carolina,SC,Kershaw,Republican,Ted Cruz,2772,0.259
18009,South Carolina,SC,Lancaster,Republican,Donald Trump,4190,0.339
18012,South Carolina,SC,Lancaster,Republican,Marco Rubio,2754,0.223
18013,South Carolina,SC,Lancaster,Republican,Ted Cruz,2689,0.217
18015,South Carolina,SC,Laurens,Republican,Donald Trump,3321,0.345
18018,South Carolina,SC,Laurens,Republican,Marco Rubio,1580,0.164
18019,South Carolina,SC,Laurens,Republican,Ted Cruz,2745,0.285
18026,South Carolina,SC,Lexington,Republican,Ben Carson,4847,0.089
18027,South Carolina,SC,Lexington,Republican,Donald Trump,16361,0.3
18028,South Carolina,SC,Lexington,Republican,Jeb Bush,5298,0.097
18029,South Carolina,SC,Lexington,Republican,John Kasich,3449,0.063
18030,South Carolina,SC,Lexington,Republican,Marco Rubio,11419,0.209
18031,South Carolina,SC,Lexington,Republican,Ted Cruz,13167,0.241
18051,South Carolina,SC,Newberry,Republican,Donald Trump,2024,0.344
18057,South Carolina,SC,Oconee,Republican,Donald Trump,4424,0.284
18060,South Carolina,SC,Oconee,Republican,Marco Rubio,4002,0.257
18061,South Carolina,SC,Oconee,Republican,Ted Cruz,3164,0.203
18063,South Carolina,SC,Orangeburg,Republican,Donald Trump,2536,0.38
18068,South Carolina,SC,Pickens,Republican,Ben Carson,1714,0.072
18069,South Carolina,SC,Pickens,Republican,Donald Trump,7136,0.301
18070,South Carolina,SC,Pickens,Republican,Jeb Bush,2033,0.086
18072,South Carolina,SC,Pickens,Republican,Marco Rubio,4961,0.209
18073,South Carolina,SC,Pickens,Republican,Ted Cruz,6393,0.27
18074,South Carolina,SC,Richland,Republican,Ben Carson,2633,0.067
18075,South Carolina,SC,Richland,Republican,Donald Trump,9172,0.234
18076,South Carolina,SC,Richland,Republican,Jeb Bush,4484,0.114
18077,South Carolina,SC,Richland,Republican,John Kasich,4051,0.103
18078,South Carolina,SC,Richland,Republican,Marco Rubio,10955,0.279
18079,South Carolina,SC,Richland,Republican,Ted Cruz,7964,0.203
18086,South Carolina,SC,Spartanburg,Republican,Ben Carson,4036,0.087
18087,South Carolina,SC,Spartanburg,Republican,Donald Trump,15249,0.327
18088,South Carolina,SC,Spartanburg,Republican,Jeb Bush,2744,0.059
18089,South Carolina,SC,Spartanburg,Republican,John Kasich,2457,0.053
18090,South Carolina,SC,Spartanburg,Republican,Marco Rubio,10691,0.229
18091,South Carolina,SC,Spartanburg,Republican,Ted Cruz,11478,0.246
18093,South Carolina,SC,Sumter,Republican,Donald Trump,3762,0.337
18096,South Carolina,SC,Sumter,Republican,Marco Rubio,2236,0.2
18097,South Carolina,SC,Sumter,Republican,Ted Cruz,2474,0.221
18110,South Carolina,SC,York,Republican,Ben Carson,3953,0.104
18111,South Carolina,SC,York,Republican,Donald Trump,12031,0.317
18112,South Carolina,SC,York,Republican,Jeb Bush,2036,0.054
18113,South Carolina,SC,York,Republican,John Kasich,2632,0.069
18114,South Carolina,SC,York,Republican,Marco Rubio,8089,0.213
18115,South Carolina,SC,York,Republican,Ted Cruz,9169,0.242
18341,South Dakota,SD,Hughes,Republican,Donald Trump,1606,0.627
18365,South Dakota,SD,Lawrence,Republican,Donald Trump,1801,0.686
18368,South Dakota,SD,Lincoln,Republican,Donald Trump,1760,0.613
18383,South Dakota,SD,Meade,Republican,Donald Trump,2204,0.705
18392,South Dakota,SD,Minnehaha,Republican,Donald Trump,5206,0.612
18393,South Dakota,SD,Minnehaha,Republican,John Kasich,1598,0.188
18394,South Dakota,SD,Minnehaha,Republican,Ted Cruz,1701,0.2
18401,South Dakota,SD,Pennington,Republican,Donald Trump,8162,0.686
18402,South Dakota,SD,Pennington,Republican,John Kasich,1800,0.151
18403,South Dakota,SD,Pennington,Republican,Ted Cruz,1929,0.162
18637,Tennessee,TN,Anderson,Republican,Donald Trump,4298,0.4
18639,Tennessee,TN,Anderson,Republican,Marco Rubio,2340,0.218
18640,Tennessee,TN,Anderson,Republican,Ted Cruz,2450,0.228
18642,Tennessee,TN,Bedford,Republican,Donald Trump,3081,0.488
18645,Tennessee,TN,Bedford,Republican,Ted Cruz,1654,0.262
18656,Tennessee,TN,Blount,Republican,Ben Carson,1729,0.081
18657,Tennessee,TN,Blount,Republican,Donald Trump,8009,0.377
18659,Tennessee,TN,Blount,Republican,Marco Rubio,5067,0.239
18660,Tennessee,TN,Blount,Republican,Ted Cruz,4721,0.223
18661,Tennessee,TN,Bradley,Republican,Ben Carson,1719,0.103
18662,Tennessee,TN,Bradley,Republican,Donald Trump,6103,0.366
18664,Tennessee,TN,Bradley,Republican,Marco Rubio,4066,0.244
18665,Tennessee,TN,Bradley,Republican,Ted Cruz,3625,0.217
18667,Tennessee,TN,Campbell,Republican,Donald Trump,2198,0.519
18677,Tennessee,TN,Carroll,Republican,Donald Trump,1579,0.432
18682,Tennessee,TN,Carter,Republican,Donald Trump,4266,0.444
18684,Tennessee,TN,Carter,Republican,Marco Rubio,1757,0.183
18685,Tennessee,TN,Carter,Republican,Ted Cruz,2352,0.245
18687,Tennessee,TN,Cheatham,Republican,Donald Trump,2530,0.443
18690,Tennessee,TN,Cheatham,Republican,Ted Cruz,1624,0.284
18697,Tennessee,TN,Claiborne,Republican,Donald Trump,2022,0.538
18707,Tennessee,TN,Cocke,Republican,Donald Trump,3200,0.531
18712,Tennessee,TN,Coffee,Republican,Donald Trump,3516,0.425
18715,Tennessee,TN,Coffee,Republican,Ted Cruz,2194,0.265
18722,Tennessee,TN,Cumberland,Republican,Donald Trump,5152,0.432
18724,Tennessee,TN,Cumberland,Republican,Marco Rubio,1972,0.165
18725,Tennessee,TN,Cumberland,Republican,Ted Cruz,3064,0.257
18726,Tennessee,TN,Davidson,Republican,Ben Carson,3627,0.066
18727,Tennessee,TN,Davidson,Republican,Donald Trump,17082,0.31
18728,Tennessee,TN,Davidson,Republican,John Kasich,4865,0.088
18729,Tennessee,TN,Davidson,Republican,Marco Rubio,16161,0.293
18730,Tennessee,TN,Davidson,Republican,Ted Cruz,12115,0.22
18742,Tennessee,TN,Dickson,Republican,Donald Trump,2730,0.438
18745,Tennessee,TN,Dickson,Republican,Ted Cruz,1764,0.283
18747,Tennessee,TN,Dyer,Republican,Donald Trump,2400,0.472
18752,Tennessee,TN,Fayette,Republican,Donald Trump,2879,0.396
18755,Tennessee,TN,Fayette,Republican,Ted Cruz,2520,0.347
18762,Tennessee,TN,Franklin,Republican,Donald Trump,3072,0.48
18767,Tennessee,TN,Gibson,Republican,Donald Trump,2878,0.417
18770,Tennessee,TN,Gibson,Republican,Ted Cruz,1911,0.277
18772,Tennessee,TN,Giles,Republican,Donald Trump,1910,0.506
18777,Tennessee,TN,Grainger,Republican,Donald Trump,1767,0.504
18782,Tennessee,TN,Greene,Republican,Donald Trump,5016,0.454
18784,Tennessee,TN,Greene,Republican,Marco Rubio,1845,0.167
18785,Tennessee,TN,Greene,Republican,Ted Cruz,2569,0.232
18792,Tennessee,TN,Hamblen,Republican,Donald Trump,4690,0.444
18794,Tennessee,TN,Hamblen,Republican,Marco Rubio,1954,0.185
18795,Tennessee,TN,Hamblen,Republican,Ted Cruz,2231,0.211
18796,Tennessee,TN,Hamilton,Republican,Ben Carson,5075,0.098
18797,Tennessee,TN,Hamilton,Republican,Donald Trump,16985,0.329
18798,Tennessee,TN,Hamilton,Republican,John Kasich,3641,0.071
18799,Tennessee,TN,Hamilton,Republican,Marco Rubio,14391,0.279
18800,Tennessee,TN,Hamilton,Republican,Ted Cruz,9625,0.187
18812,Tennessee,TN,Hardin,Republican,Donald Trump,2094,0.546
18817,Tennessee,TN,Hawkins,Republican,Donald Trump,4426,0.483
18820,Tennessee,TN,Hawkins,Republican,Ted Cruz,2056,0.224
18827,Tennessee,TN,Henderson,Republican,Donald Trump,1836,0.463
18832,Tennessee,TN,Henry,Republican,Donald Trump,2672,0.489
18857,Tennessee,TN,Jefferson,Republican,Donald Trump,4050,0.449
18859,Tennessee,TN,Jefferson,Republican,Marco Rubio,1579,0.175
18860,Tennessee,TN,Jefferson,Republican,Ted Cruz,2005,0.223
18866,Tennessee,TN,Knox,Republican,Ben Carson,4772,0.074
18867,Tennessee,TN,Knox,Republican,Donald Trump,20985,0.324
18868,Tennessee,TN,Knox,Republican,John Kasich,5035,0.078
18869,Tennessee,TN,Knox,Republican,Marco Rubio,18319,0.283
18870,Tennessee,TN,Knox,Republican,Ted Cruz,13571,0.209
18882,Tennessee,TN,Lawrence,Republican,Donald Trump,2883,0.497
18885,Tennessee,TN,Lawrence,Republican,Ted Cruz,1567,0.27
18892,Tennessee,TN,Lincoln,Republican,Donald Trump,2656,0.483
18897,Tennessee,TN,Loudon,Republican,Donald Trump,4198,0.402
18899,Tennessee,TN,Loudon,Republican,Marco Rubio,2309,0.221
18900,Tennessee,TN,Loudon,Republican,Ted Cruz,2197,0.211
18902,Tennessee,TN,Macon,Republican,Donald Trump,1757,0.571
18907,Tennessee,TN,Madison,Republican,Donald Trump,4117,0.342
18909,Tennessee,TN,Madison,Republican,Marco Rubio,2513,0.209
18910,Tennessee,TN,Madison,Republican,Ted Cruz,3555,0.296
18912,Tennessee,TN,Marion,Republican,Donald Trump,1799,0.504
18917,Tennessee,TN,Marshall,Republican,Donald Trump,1858,0.486
18922,Tennessee,TN,Maury,Republican,Donald Trump,4655,0.397
18924,Tennessee,TN,Maury,Republican,Marco Rubio,2043,0.174
18925,Tennessee,TN,Maury,Republican,Ted Cruz,3514,0.3
18927,Tennessee,TN,McMinn,Republican,Donald Trump,3604,0.421
18929,Tennessee,TN,McMinn,Republican,Marco Rubio,1551,0.181
18930,Tennessee,TN,McMinn,Republican,Ted Cruz,2000,0.234
18932,Tennessee,TN,McNairy,Republican,Donald Trump,1822,0.485
18942,Tennessee,TN,Monroe,Republican,Donald Trump,4079,0.477
18945,Tennessee,TN,Monroe,Republican,Ted Cruz,1796,0.21
18947,Tennessee,TN,Montgomery,Republican,Donald Trump,6512,0.377
18949,Tennessee,TN,Montgomery,Republican,Marco Rubio,3619,0.209
18950,Tennessee,TN,Montgomery,Republican,Ted Cruz,4242,0.245
18962,Tennessee,TN,Obion,Republican,Donald Trump,1908,0.425
18967,Tennessee,TN,Overton,Republican,Donald Trump,1582,0.471
18987,Tennessee,TN,Putnam,Republican,Donald Trump,4187,0.394
18989,Tennessee,TN,Putnam,Republican,Marco Rubio,1899,0.178
18990,Tennessee,TN,Putnam,Republican,Ted Cruz,2938,0.276
18992,Tennessee,TN,Rhea,Republican,Donald Trump,2339,0.441
18997,Tennessee,TN,Roane,Republican,Donald Trump,3634,0.424
18999,Tennessee,TN,Roane,Republican,Marco Rubio,1629,0.19
19000,Tennessee,TN,Roane,Republican,Ted Cruz,2044,0.239
19002,Tennessee,TN,Robertson,Republican,Donald Trump,4077,0.413
19004,Tennessee,TN,Robertson,Republican,Marco Rubio,1566,0.158
19005,Tennessee,TN,Robertson,Republican,Ted Cruz,3013,0.305
19006,Tennessee,TN,Rutherford,Republican,Ben Carson,3071,0.083
19007,Tennessee,TN,Rutherford,Republican,Donald Trump,13229,0.359
19008,Tennessee,TN,Rutherford,Republican,John Kasich,1502,0.041
19009,Tennessee,TN,Rutherford,Republican,Marco Rubio,7376,0.2
19010,Tennessee,TN,Rutherford,Republican,Ted Cruz,10980,0.298
19022,Tennessee,TN,Sevier,Republican,Donald Trump,7686,0.468
19024,Tennessee,TN,Sevier,Republican,Marco Rubio,3170,0.193
19025,Tennessee,TN,Sevier,Republican,Ted Cruz,3471,0.211
19026,Tennessee,TN,Shelby,Republican,Ben Carson,4092,0.059
19027,Tennessee,TN,Shelby,Republican,Donald Trump,20715,0.299
19028,Tennessee,TN,Shelby,Republican,John Kasich,5187,0.075
19029,Tennessee,TN,Shelby,Republican,Marco Rubio,18248,0.264
19030,Tennessee,TN,Shelby,Republican,Ted Cruz,19727,0.285
19041,Tennessee,TN,Sullivan,Republican,Ben Carson,1730,0.076
19042,Tennessee,TN,Sullivan,Republican,Donald Trump,8718,0.385
19044,Tennessee,TN,Sullivan,Republican,Marco Rubio,4513,0.199
19045,Tennessee,TN,Sullivan,Republican,Ted Cruz,6074,0.268
19046,Tennessee,TN,Sumner,Republican,Ben Carson,2286,0.087
19047,Tennessee,TN,Sumner,Republican,Donald Trump,9708,0.369
19049,Tennessee,TN,Sumner,Republican,Marco Rubio,5161,0.196
19050,Tennessee,TN,Sumner,Republican,Ted Cruz,7583,0.288
19052,Tennessee,TN,Tipton,Republican,Donald Trump,3618,0.43
19055,Tennessee,TN,Tipton,Republican,Ted Cruz,2693,0.32
19062,Tennessee,TN,Unicoi,Republican,Donald Trump,1813,0.505
19077,Tennessee,TN,Warren,Republican,Donald Trump,2273,0.471
19081,Tennessee,TN,Washington,Republican,Ben Carson,1506,0.079
19082,Tennessee,TN,Washington,Republican,Donald Trump,6953,0.364
19084,Tennessee,TN,Washington,Republican,Marco Rubio,4434,0.232
19085,Tennessee,TN,Washington,Republican,Ted Cruz,4771,0.249
19092,Tennessee,TN,Weakley,Republican,Donald Trump,1764,0.412
19097,Tennessee,TN,White,Republican,Donald Trump,2092,0.511
19101,Tennessee,TN,Williamson,Republican,Ben Carson,2758,0.066
19102,Tennessee,TN,Williamson,Republican,Donald Trump,11384,0.274
19103,Tennessee,TN,Williamson,Republican,John Kasich,3285,0.079
19104,Tennessee,TN,Williamson,Republican,Marco Rubio,13069,0.314
19105,Tennessee,TN,Williamson,Republican,Ted Cruz,10517,0.253
19106,Tennessee,TN,Wilson,Republican,Ben Carson,1648,0.075
19107,Tennessee,TN,Wilson,Republican,Donald Trump,8570,0.388
19109,Tennessee,TN,Wilson,Republican,Marco Rubio,4060,0.184
19110,Tennessee,TN,Wilson,Republican,Ted Cruz,6425,0.291
19620,Texas,TX,Anderson,Republican,Donald Trump,2425,0.286
19623,Texas,TX,Anderson,Republican,Ted Cruz,4525,0.534
19630,Texas,TX,Angelina,Republican,Donald Trump,3646,0.269
19632,Texas,TX,Angelina,Republican,Marco Rubio,1613,0.119
19633,Texas,TX,Angelina,Republican,Ted Cruz,6875,0.507
19635,Texas,TX,Aransas,Republican,Donald Trump,2091,0.393
19638,Texas,TX,Aransas,Republican,Ted Cruz,1654,0.311
19653,Texas,TX,Atascosa,Republican,Ted Cruz,2333,0.52
19655,Texas,TX,Austin,Republican,Donald Trump,1752,0.287
19658,Texas,TX,Austin,Republican,Ted Cruz,3201,0.525
19665,Texas,TX,Bandera,Republican,Donald Trump,1820,0.347
19668,Texas,TX,Bandera,Republican,Ted Cruz,2268,0.432
19670,Texas,TX,Bastrop,Republican,Donald Trump,3587,0.334
19672,Texas,TX,Bastrop,Republican,Marco Rubio,1550,0.144
19673,Texas,TX,Bastrop,Republican,Ted Cruz,4202,0.391
19683,Texas,TX,Bee,Republican,Ted Cruz,1509,0.5
19684,Texas,TX,Bell,Republican,Ben Carson,1676,0.053
19685,Texas,TX,Bell,Republican,Donald Trump,8110,0.258
19687,Texas,TX,Bell,Republican,Marco Rubio,4844,0.154
19688,Texas,TX,Bell,Republican,Ted Cruz,13994,0.445
19689,Texas,TX,Bexar,Republican,Ben Carson,4771,0.036
19690,Texas,TX,Bexar,Republican,Donald Trump,32701,0.247
19691,Texas,TX,Bexar,Republican,John Kasich,6262,0.047
19692,Texas,TX,Bexar,Republican,Marco Rubio,30683,0.232
19693,Texas,TX,Bexar,Republican,Ted Cruz,54115,0.408
19708,Texas,TX,Bosque,Republican,Ted Cruz,2132,0.507
19710,Texas,TX,Bowie,Republican,Donald Trump,5039,0.307
19712,Texas,TX,Bowie,Republican,Marco Rubio,2091,0.127
19713,Texas,TX,Bowie,Republican,Ted Cruz,7057,0.43
19715,Texas,TX,Brazoria,Republican,Donald Trump,10003,0.255
19717,Texas,TX,Brazoria,Republican,Marco Rubio,5573,0.142
19718,Texas,TX,Brazoria,Republican,Ted Cruz,19993,0.51
19720,Texas,TX,Brazos,Republican,Donald Trump,4628,0.181
19721,Texas,TX,Brazos,Republican,John Kasich,1718,0.067
19722,Texas,TX,Brazos,Republican,Marco Rubio,4777,0.187
19723,Texas,TX,Brazos,Republican,Ted Cruz,12049,0.472
19740,Texas,TX,Brown,Republican,Donald Trump,2459,0.281
19743,Texas,TX,Brown,Republican,Ted Cruz,4197,0.48
19748,Texas,TX,Burleson,Republican,Ted Cruz,1711,0.517
19750,Texas,TX,Burnet,Republican,Donald Trump,3145,0.31
19752,Texas,TX,Burnet,Republican,Marco Rubio,1573,0.155
19753,Texas,TX,Burnet,Republican,Ted Cruz,4026,0.397
19758,Texas,TX,Caldwell,Republican,Ted Cruz,1993,0.431
19763,Texas,TX,Calhoun,Republican,Ted Cruz,1567,0.445
19768,Texas,TX,Callahan,Republican,Ted Cruz,1689,0.497
19770,Texas,TX,Cameron,Republican,Donald Trump,4286,0.339
19772,Texas,TX,Cameron,Republican,Marco Rubio,2634,0.208
19773,Texas,TX,Cameron,Republican,Ted Cruz,4451,0.352
19785,Texas,TX,Cass,Republican,Donald Trump,1604,0.296
19788,Texas,TX,Cass,Republican,Ted Cruz,2753,0.508
19795,Texas,TX,Chambers,Republican,Donald Trump,2030,0.288
19798,Texas,TX,Chambers,Republican,Ted Cruz,3758,0.534
19800,Texas,TX,Cherokee,Republican,Donald Trump,2350,0.275
19803,Texas,TX,Cherokee,Republican,Ted Cruz,4562,0.534
19829,Texas,TX,Collin,Republican,Ben Carson,4019,0.035
19830,Texas,TX,Collin,Republican,Donald Trump,29772,0.256
19831,Texas,TX,Collin,Republican,John Kasich,6893,0.059
19832,Texas,TX,Collin,Republican,Marco Rubio,27082,0.233
19833,Texas,TX,Collin,Republican,Ted Cruz,46094,0.396
19843,Texas,TX,Colorado,Republican,Ted Cruz,1956,0.52
19845,Texas,TX,Comal,Republican,Donald Trump,7532,0.262
19847,Texas,TX,Comal,Republican,Marco Rubio,5099,0.177
19848,Texas,TX,Comal,Republican,Ted Cruz,13004,0.452
19860,Texas,TX,Cooke,Republican,Donald Trump,2692,0.308
19863,Texas,TX,Cooke,Republican,Ted Cruz,4143,0.474
19865,Texas,TX,Coryell,Republican,Donald Trump,2404,0.311
19868,Texas,TX,Coryell,Republican,Ted Cruz,3327,0.43
19899,Texas,TX,Dallas,Republican,Ben Carson,5886,0.034
19900,Texas,TX,Dallas,Republican,Donald Trump,43303,0.248
19901,Texas,TX,Dallas,Republican,John Kasich,13732,0.079
19902,Texas,TX,Dallas,Republican,Marco Rubio,45962,0.264
19903,Texas,TX,Dallas,Republican,Ted Cruz,61072,0.35
19913,Texas,TX,De Witt,Republican,Ted Cruz,1772,0.492
19924,Texas,TX,Denton,Republican,Ben Carson,4004,0.042
19925,Texas,TX,Denton,Republican,Donald Trump,24341,0.254
19926,Texas,TX,Denton,Republican,John Kasich,4782,0.05
19927,Texas,TX,Denton,Republican,Marco Rubio,21007,0.219
19928,Texas,TX,Denton,Republican,Ted Cruz,39404,0.411
19953,Texas,TX,Eastland,Republican,Ted Cruz,2221,0.575
19955,Texas,TX,Ector,Republican,Donald Trump,4449,0.281
19957,Texas,TX,Ector,Republican,Marco Rubio,2284,0.144
19958,Texas,TX,Ector,Republican,Ted Cruz,7232,0.457
19965,Texas,TX,El Paso,Republican,Donald Trump,7270,0.253
19967,Texas,TX,El Paso,Republican,Marco Rubio,7378,0.257
19968,Texas,TX,El Paso,Republican,Ted Cruz,10919,0.38
19970,Texas,TX,Ellis,Republican,Donald Trump,6927,0.269
19972,Texas,TX,Ellis,Republican,Marco Rubio,3815,0.148
19973,Texas,TX,Ellis,Republican,Ted Cruz,12546,0.488
19975,Texas,TX,Erath,Republican,Donald Trump,2030,0.289
19978,Texas,TX,Erath,Republican,Ted Cruz,3286,0.468
19985,Texas,TX,Fannin,Republican,Donald Trump,1831,0.317
19988,Texas,TX,Fannin,Republican,Ted Cruz,2818,0.489
19990,Texas,TX,Fayette,Republican,Donald Trump,2047,0.327
19993,Texas,TX,Fayette,Republican,Ted Cruz,2851,0.456
20009,Texas,TX,Fort Bend,Republican,Ben Carson,2042,0.03
20010,Texas,TX,Fort Bend,Republican,Donald Trump,16924,0.247
20011,Texas,TX,Fort Bend,Republican,John Kasich,3321,0.048
20012,Texas,TX,Fort Bend,Republican,Marco Rubio,13388,0.195
20013,Texas,TX,Fort Bend,Republican,Ted Cruz,31422,0.458
20020,Texas,TX,Freestone,Republican,Donald Trump,1538,0.319
20023,Texas,TX,Freestone,Republican,Ted Cruz,2204,0.457
20035,Texas,TX,Galveston,Republican,Donald Trump,11961,0.304
20037,Texas,TX,Galveston,Republican,Marco Rubio,6029,0.153
20038,Texas,TX,Galveston,Republican,Ted Cruz,17483,0.444
20045,Texas,TX,Gillespie,Republican,Donald Trump,2166,0.266
20047,Texas,TX,Gillespie,Republican,Marco Rubio,1505,0.185
20048,Texas,TX,Gillespie,Republican,Ted Cruz,3421,0.42
20063,Texas,TX,Gonzales,Republican,Ted Cruz,1698,0.505
20068,Texas,TX,Gray,Republican,Ted Cruz,2210,0.488
20070,Texas,TX,Grayson,Republican,Donald Trump,6136,0.294
20072,Texas,TX,Grayson,Republican,Marco Rubio,2817,0.135
20073,Texas,TX,Grayson,Republican,Ted Cruz,8647,0.414
20075,Texas,TX,Gregg,Republican,Donald Trump,4703,0.257
20077,Texas,TX,Gregg,Republican,Marco Rubio,2771,0.152
20078,Texas,TX,Gregg,Republican,Ted Cruz,8363,0.457
20083,Texas,TX,Grimes,Republican,Ted Cruz,2207,0.498
20085,Texas,TX,Guadalupe,Republican,Donald Trump,5878,0.283
20087,Texas,TX,Guadalupe,Republican,Marco Rubio,3573,0.172
20088,Texas,TX,Guadalupe,Republican,Ted Cruz,9283,0.448
20093,Texas,TX,Hale,Republican,Ted Cruz,2202,0.5
20115,Texas,TX,Hardin,Republican,Donald Trump,4005,0.322
20118,Texas,TX,Hardin,Republican,Ted Cruz,6354,0.51
20119,Texas,TX,Harris,Republican,Ben Carson,9111,0.028
20120,Texas,TX,Harris,Republican,Donald Trump,79793,0.245
20121,Texas,TX,Harris,Republican,John Kasich,17504,0.054
20122,Texas,TX,Harris,Republican,Marco Rubio,63199,0.194
20123,Texas,TX,Harris,Republican,Ted Cruz,147721,0.453
20125,Texas,TX,Harrison,Republican,Donald Trump,3102,0.299
20128,Texas,TX,Harrison,Republican,Ted Cruz,4995,0.481
20140,Texas,TX,Hays,Republican,Donald Trump,4974,0.246
20142,Texas,TX,Hays,Republican,Marco Rubio,4337,0.214
20143,Texas,TX,Hays,Republican,Ted Cruz,8254,0.408
20150,Texas,TX,Henderson,Republican,Donald Trump,4655,0.306
20152,Texas,TX,Henderson,Republican,Marco Rubio,1800,0.118
20153,Texas,TX,Henderson,Republican,Ted Cruz,7027,0.462
20155,Texas,TX,Hidalgo,Republican,Donald Trump,5521,0.296
20157,Texas,TX,Hidalgo,Republican,Marco Rubio,4153,0.223
20158,Texas,TX,Hidalgo,Republican,Ted Cruz,7098,0.381
20160,Texas,TX,Hill,Republican,Donald Trump,2900,0.325
20163,Texas,TX,Hill,Republican,Ted Cruz,4003,0.449
20168,Texas,TX,Hockley,Republican,Ted Cruz,2073,0.504
20170,Texas,TX,Hood,Republican,Donald Trump,4511,0.317
20172,Texas,TX,Hood,Republican,Marco Rubio,2089,0.147
20173,Texas,TX,Hood,Republican,Ted Cruz,5948,0.419
20175,Texas,TX,Hopkins,Republican,Donald Trump,2069,0.298
20178,Texas,TX,Hopkins,Republican,Ted Cruz,3213,0.462
20183,Texas,TX,Houston,Republican,Ted Cruz,2137,0.489
20188,Texas,TX,Howard,Republican,Ted Cruz,1822,0.48
20195,Texas,TX,Hunt,Republican,Donald Trump,4203,0.291
20197,Texas,TX,Hunt,Republican,Marco Rubio,1650,0.114
20198,Texas,TX,Hunt,Republican,Ted Cruz,7249,0.501
20203,Texas,TX,Hutchinson,Republican,Ted Cruz,2418,0.474
20220,Texas,TX,Jasper,Republican,Donald Trump,2059,0.346
20223,Texas,TX,Jasper,Republican,Ted Cruz,3026,0.508
20230,Texas,TX,Jefferson,Republican,Donald Trump,5969,0.314
20232,Texas,TX,Jefferson,Republican,Marco Rubio,2342,0.123
20233,Texas,TX,Jefferson,Republican,Ted Cruz,9143,0.481
20244,Texas,TX,Johnson,Republican,Ben Carson,1526,0.06
20245,Texas,TX,Johnson,Republican,Donald Trump,7265,0.288
20247,Texas,TX,Johnson,Republican,Marco Rubio,3098,0.123
20248,Texas,TX,Johnson,Republican,Ted Cruz,12070,0.478
20253,Texas,TX,Jones,Republican,Ted Cruz,1638,0.485
20260,Texas,TX,Kaufman,Republican,Donald Trump,5507,0.314
20262,Texas,TX,Kaufman,Republican,Marco Rubio,2159,0.123
20263,Texas,TX,Kaufman,Republican,Ted Cruz,8027,0.457
20265,Texas,TX,Kendall,Republican,Donald Trump,2506,0.247
20267,Texas,TX,Kendall,Republican,Marco Rubio,1840,0.181
20268,Texas,TX,Kendall,Republican,Ted Cruz,4378,0.431
20280,Texas,TX,Kerr,Republican,Donald Trump,3563,0.288
20282,Texas,TX,Kerr,Republican,Marco Rubio,2310,0.187
20283,Texas,TX,Kerr,Republican,Ted Cruz,4846,0.392
20318,Texas,TX,La Vaca,Republican,Ted Cruz,2196,0.53
20320,Texas,TX,Lamar,Republican,Donald Trump,3287,0.326
20323,Texas,TX,Lamar,Republican,Ted Cruz,4096,0.406
20333,Texas,TX,Lampasas,Republican,Ted Cruz,1705,0.442
20343,Texas,TX,Leon,Republican,Ted Cruz,1921,0.501
20345,Texas,TX,Liberty,Republican,Donald Trump,4136,0.349
20348,Texas,TX,Liberty,Republican,Ted Cruz,5805,0.49
20353,Texas,TX,Limestone,Republican,Ted Cruz,1638,0.447
20365,Texas,TX,Llano,Republican,Donald Trump,1997,0.338
20368,Texas,TX,Llano,Republican,Ted Cruz,2161,0.366
20374,Texas,TX,Lubbock,Republican,Ben Carson,2746,0.065
20375,Texas,TX,Lubbock,Republican,Donald Trump,9463,0.223
20377,Texas,TX,Lubbock,Republican,Marco Rubio,7616,0.179
20378,Texas,TX,Lubbock,Republican,Ted Cruz,19163,0.451
20408,Texas,TX,Matagorda,Republican,Ted Cruz,2109,0.485
20419,Texas,TX,McLennan,Republican,Ben Carson,1682,0.054
20420,Texas,TX,McLennan,Republican,Donald Trump,7669,0.247
20421,Texas,TX,McLennan,Republican,John Kasich,1597,0.051
20422,Texas,TX,McLennan,Republican,Marco Rubio,4710,0.152
20423,Texas,TX,McLennan,Republican,Ted Cruz,14285,0.46
20430,Texas,TX,Medina,Republican,Donald Trump,2203,0.288
20433,Texas,TX,Medina,Republican,Ted Cruz,3632,0.475
20440,Texas,TX,Midland,Republican,Donald Trump,4561,0.209
20442,Texas,TX,Midland,Republican,Marco Rubio,3438,0.157
20443,Texas,TX,Midland,Republican,Ted Cruz,10474,0.479
20448,Texas,TX,Milam,Republican,Ted Cruz,1885,0.454
20460,Texas,TX,Montague,Republican,Donald Trump,1610,0.328
20463,Texas,TX,Montague,Republican,Ted Cruz,2163,0.441
20464,Texas,TX,Montgomery,Republican,Ben Carson,3329,0.037
20465,Texas,TX,Montgomery,Republican,Donald Trump,24150,0.266
20466,Texas,TX,Montgomery,Republican,John Kasich,3574,0.039
20467,Texas,TX,Montgomery,Republican,Marco Rubio,13398,0.148
20468,Texas,TX,Montgomery,Republican,Ted Cruz,43797,0.483
20485,Texas,TX,Nacogdoches,Republican,Donald Trump,2311,0.231
20488,Texas,TX,Nacogdoches,Republican,Ted Cruz,5229,0.523
